movie,production_budget,domestic_gross,worldwide_gross,mpaa_rating,genre
Don't Be Afraid of the Dark,25000000,24046682,39126427,R,Horror
The Losers,25000000,23591432,29863840,PG-13,Action
War,25000000,22486409,40686409,R,Action
Don Juan DeMarco,25000000,22032635,22032635,PG-13,Drama
A Lot Like Love,25000000,21835784,41921590,PG-13,Comedy
He Got Game,25000000,21567853,22411948,R,Drama
The Eagle,25000000,19490041,38993548,PG-13,Action
Shaun the Sheep,25000000,19375982,101927062,PG,Adventure
Shark Night 3D,25000000,18877153,18877153,PG-13,Horror
CHiPS,25000000,18600152,23190697,R,Action
Punch-Drunk Love,25000000,17791031,24591031,R,Comedy
Eurotrip,25000000,17718223,20718223,R,Comedy
Father Figures,25000000,17501244,21038826,R,Comedy
The Ruins,25000000,17432844,22910563,R,Horror
Unaccompanied Minors,25000000,16655224,21970831,PG,Adventure
Half Past Dead,25000000,15567860,19233280,PG-13,Action
Legend,25000000,15502112,23506237,PG,Adventure
The Adventures of Pinocchio,25000000,15382170,36682170,G,Adventure
The Greatest Game Ever Played,25000000,15331289,15468266,PG,Drama
The Next Best Thing,25000000,14983572,24355762,PG-13,Drama
My Soul to Take,25000000,14744435,16727470,R,Horror
Fly Me To the Moon,25000000,14543943,43530281,G,Adventure
Maximum Risk,25000000,14102929,51702929,R,Action
Stealing Harvard,25000000,13973532,13973532,PG-13,Comedy
Hot Rod,25000000,13938332,14334401,PG-13,Comedy
Warrior,25000000,13657115,24215385,PG-13,Drama
Angela's Ashes,25000000,13038660,13038660,R,Drama
Battle of the Sexes,25000000,12638526,18445094,PG-13,Drama
Cirque du Soleil: Worlds Away,25000000,12512862,28012862,PG,Drama
The 33,25000000,12227722,28400715,PG-13,Drama
Lifeforce,25000000,11603545,11603545,R,Horror
The Conspirator,25000000,11538204,15907411,PG-13,Drama
The Powerpuff Girls,25000000,11411644,16425701,PG,Adventure
The Lords of Dogtown,25000000,11273517,13424365,PG-13,Action
Big Trouble in Little China,25000000,11100000,11100000,,Action
Michael Collins,25000000,11092559,27572844,R,Drama
Stop-Loss,25000000,10915744,11229035,R,Drama
Gettysburg,25000000,10731997,10731997,PG,Drama
Brokedown Palace,25000000,10115014,11115766,PG-13,Drama
Possession,25000000,10103647,14805812,PG-13,Drama
Stone Cold,25000000,9286314,9286314,R,Action
The Road,25000000,8114270,29206732,R,Drama
The Hoax,25000000,7164995,7164995,R,Drama
Sheena,25000000,5778353,5778353,,Adventure
Say It Isn't So,25000000,5516708,5516708,R,Comedy
The World's Fastest Indian,25000000,5128124,18991288,PG-13,Drama
Tank Girl,25000000,4064333,4064333,R,Action
King's Ransom,25000000,4008527,4049527,PG-13,Comedy
Carnage,25000000,2546747,38112154,R,Drama
Tulip Fever,25000000,2455635,6498776,R,Drama
BloodRayne,25000000,2405420,3605420,R,Action
Me and Orson Welles,25000000,1190003,1190003,PG-13,Drama
Without Limits,25000000,780326,780326,PG-13,Drama
On the Road,25000000,720828,9313302,R,Drama
Love Ranch,25000000,137885,146149,R,Drama
Ironclad,25000000,0,5297411,R,Action
Star Trek IV: The Voyage Home,24000000,109713132,133000000,PG,Adventure
Scream 2,24000000,101363301,172363301,R,Horror
Old School,24000000,75155000,86765463,R,Comedy
Rocky Balboa,24000000,70269899,156229050,PG,Drama
Fences,24000000,57682904,64282881,PG-13,Drama
The Whole Nine Yards,24000000,57262492,85527867,R,Comedy
Going in Style,24000000,45018541,78673103,PG-13,Comedy
Point Break,24000000,43218387,83531958,R,Action
The Fisher King,24000000,41798224,41798224,R,Drama
Zack and Miri Make a Porno,24000000,31457946,36856306,R,Comedy
Double Take,24000000,29823162,29823162,PG-13,Action
Piranha 3D,24000000,25003155,83660160,R,Horror
Faster,24000000,23240020,35792945,R,Action
Muppets From Space,24000000,16304786,16304786,G,Adventure
Ready to Rumble,24000000,12372410,12372410,PG-13,Comedy
I Don't Know How She Does It,24000000,9659074,24474463,PG-13,Comedy
Play it to the Bone,24000000,8427204,8427204,R,Comedy
Beyond the Sea,24000000,6144806,8292914,PG-13,Drama
Hauru no ugoku shiro,24000000,4710455,237814327,PG,Adventure
Meet the Deedles,24000000,4356126,4356126,PG,Comedy
The Thief and the Cobbler,24000000,669276,669276,G,Adventure
The Bridge of San Luis Rey,24000000,49981,1696765,PG,Drama
Zombieland,23600000,75590286,102236596,R,Comedy
The Waterboy,23000000,161491646,190191646,PG-13,Comedy
Bad Boys,23000000,65647413,141247413,R,Action
The Wedding Ringer,23000000,64460211,80171596,R,Comedy
Final Destination,23000000,53302314,112036870,R,Horror
King Kong,23000000,52614445,90614445,PG,Action
The Ides of March,23000000,40962534,77735925,R,Drama
Pitch Black,23000000,39235088,53182088,R,Horror
Her,23000000,25568251,48259031,R,Drama
Kari gurashi no Arietti,23000000,19192510,151496097,G,Adventure
Anywhere But Here,23000000,18653615,18653615,PG-13,Drama
Vanity Fair,23000000,16123851,19123851,PG-13,Drama
Eddie the Eagle,23000000,15789389,45061177,PG-13,Drama
Jaws 4: The Revenge,23000000,15728335,15728335,PG-13,Horror
The Crew,23000000,13019253,13019253,PG-13,Comedy
Marvin's Room,23000000,12803305,12803305,PG-13,Drama
The Longshots,23000000,11511323,11778396,PG,Drama
The End of the Affair,23000000,10660147,10660147,R,Drama
In the Valley of Elah,23000000,6777741,24489150,R,Drama
Coco avant Chanel,23000000,6113834,50813834,PG-13,Drama
Chéri,23000000,2715657,2715657,R,Drama
Rogue,23000000,10452,4673377,R,Horror
Spaceballs,22700000,38119483,38119483,PG,Comedy
The Water Diviner,22500000,4200117,30864649,R,Drama
Ghost,22000000,217631306,517600000,PG-13,Drama
The Santa Clause,22000000,144833357,189800000,PG,Adventure
The Game Plan,22000000,90648202,146590987,PG,Comedy
The Rookie,22000000,75600072,80491516,G,Drama
The Bridges of Madison County,22000000,71516617,175516617,PG-13,Drama
Son of God,22000000,59700064,70949793,PG-13,Drama
The Animal,22000000,55762229,55762229,PG-13,Comedy
Gandhi,22000000,52767889,127767889,PG,Drama
Underworld,22000000,51970690,95708457,R,Action
Diary of a Wimpy Kid: Dog Days,22000000,49008662,77229695,PG,Adventure
I Am Sam,22000000,40270895,92542418,PG-13,Drama
Derailed,22000000,36020063,57520063,R,Action
Delivery Man,22000000,30659817,70536870,PG-13,Comedy
Jay and Silent Bob Strike Back,22000000,30059386,33762400,R,Comedy
Shadowlands,22000000,25842377,25842377,R,Drama
Deuce Bigalow: European Gigolo,22000000,22400154,45273464,R,Comedy
Diary of a Wimpy Kid: The Long Haul,22000000,20738724,35608734,PG,Adventure
Mad Money,22000000,20668843,25044057,PG-13,Comedy
Homefront,22000000,20158492,51695362,R,Action
Igor,22000000,19528602,31013349,PG,Adventure
Saving Silverman,22000000,19351569,25873142,R,Comedy
Summer of Sam,22000000,19288130,19288130,R,Drama
The Transporter Refueled,22000000,16029670,69698495,PG-13,Action
Josie and the Pussycats,22000000,14252830,14252830,PG-13,Comedy
Hit & Run,22000000,13749300,17216955,R,Comedy
The Little Vampire,22000000,13555988,13555988,PG,Adventure
I Heart Huckabees,22000000,12784713,20034713,R,Comedy
Out of the Furnace,22000000,11330849,15434375,R,Drama
RoboCop 3,22000000,10696210,10696210,PG-13,Action
Dudley Do-Right,22000000,9818792,9818792,PG,Adventure
Just Getting Started,22000000,6069605,6756452,PG-13,Comedy
Megiddo: Omega Code 2,22000000,6047691,6047691,PG-13,Action
Darling Lili,22000000,5000000,5000000,,Drama
The Libertine,22000000,4835065,9448623,R,Drama
Stone,22000000,1810078,4065020,R,Drama
Joyeux Noël,22000000,1054361,23134075,PG-13,Drama
Sorcerer,21600000,12000000,12005968,PG,Adventure
Molière,21600000,635733,791154,PG-13,Comedy
Michael Clayton,21500000,49033882,92987651,R,Drama
My Fellow Americans,21500000,22331846,22331846,PG-13,Comedy
Silver Linings Playbook,21000000,132092958,236412453,R,Drama
Blockers,21000000,59839515,93442495,R,Comedy
Firefox,21000000,45785720,45785720,PG,Action
Teenage Mutant Ninja Turtles III,21000000,42273609,42273609,PG,Adventure
Hardball,21000000,40222729,43728560,PG-13,Drama
For Colored Girls,21000000,37729698,38017873,R,Drama
Freedom Writers,21000000,36605602,43632609,PG-13,Drama
The Transporter,21000000,25296447,43928932,PG-13,Action
Never Back Down,21000000,24850922,39319801,PG-13,Action
The Rage: Carrie 2,21000000,17760244,17760244,R,Horror
Swing Vote,21000000,16289867,17589867,PG-13,Comedy
Away We Go,21000000,9451946,10108016,R,Comedy
Moonlight Mile,21000000,6830957,6830957,PG-13,Drama
The Beaver,21000000,970816,5046038,PG-13,Comedy
Bitter Harvest,21000000,557241,606162,R,Drama
The Best Little Whorehouse in Texas,20500000,69701637,69701637,R,Comedy
Pulse,20500000,20264436,30241435,R,Horror
Raiders of the Lost Ark,20000000,225686079,367452079,PG,Adventure
Home Alone 2: Lost in New York,20000000,173585516,358994850,PG,Adventure
Close Encounters of the Third Kind,20000000,169100479,340800479,PG,Adventure
Beverly Hills Cop II,20000000,153665036,276665036,R,Action
The Conjuring,20000000,137400141,318000141,R,Horror
Bringing Down the House,20000000,132675402,164675402,PG-13,Comedy
Wonder,20000000,132422809,305051118,PG,Drama
Wayne's World,20000000,121697323,183097323,PG-13,Comedy
Jackass 3D,20000000,117229692,171685793,R,Comedy
Bad Moms,20000000,113257297,180999077,R,Comedy
Jaws 2,20000000,102922376,208900376,PG,Horror
Beverly Hills Chihuahua,20000000,94514402,154218168,PG,Adventure
Tammy,20000000,84525432,96407655,R,Comedy
The Descendants,20000000,82624961,175507800,R,Drama
School of Rock,20000000,81261177,131944672,PG-13,Comedy
Free Willy,20000000,77698625,153698625,PG,Adventure
Mortal Kombat,20000000,70433227,122133227,PG-13,Action
White Chicks,20000000,69148997,111448997,PG-13,Comedy
Holes,20000000,67383924,71232214,PG,Drama
The Last Song,20000000,62950384,92678948,PG,Drama
Why Did I Get Married Too?,20000000,60095852,60831067,PG-13,Drama
La vita è bella,20000000,57598247,229385361,PG-13,Drama
12 Years a Slave,20000000,56671993,181025343,R,Drama
Drumline,20000000,56398162,56398162,PG-13,Comedy
Me Before You,20000000,56245075,208314186,PG-13,Drama
Barbershop: The Next Cut,20000000,54030051,54404202,PG-13,Comedy
Edward Scissorhands,20000000,53976987,53976987,PG-13,Comedy
Selma,20000000,52076908,66776576,PG-13,Drama
Date Movie,20000000,48548426,85146165,PG-13,Comedy
Peter Pan: Return to Neverland,20000000,48430258,109862682,G,Adventure
The Jungle Book 2,20000000,47901582,140122225,G,Adventure
Boogeyman,20000000,46752382,67192859,PG-13,Horror
The Tigger Movie,20000000,45542421,96147688,G,Adventure
Spotlight,20000000,45055776,92108847,R,Drama
Max,20000000,42656255,43658157,PG,Adventure
Meet the Browns,20000000,41975388,41975388,PG-13,Comedy
Orphan,20000000,41596251,78769428,R,Drama
The Star,20000000,40847995,62758010,PG,Adventure
Epic Movie,20000000,39739367,86858578,PG-13,Comedy
The Grudge 2,20000000,39143839,70743839,PG-13,Horror
Conan the Barbarian,20000000,38264085,79114085,,Action
How Stella Got Her Groove Back,20000000,37672944,37672944,R,Drama
Bill & Ted's Bogus Journey,20000000,37537675,37537675,PG,Adventure
Man of the Year,20000000,37442180,41342180,PG-13,Comedy
Risen,20000000,36880033,46255763,PG-13,Drama
Vampires Suck,20000000,36661504,81424988,PG-13,Comedy
Selena,20000000,35450113,35450113,PG,Drama
A Very Harold & Kumar 3D Christmas,20000000,35061031,36265745,R,Comedy
Texas Chainsaw 3D,20000000,34341945,47666013,R,Horror
Babel,20000000,34302837,132121212,R,Drama
This is Where I Leave You,20000000,34296320,41296320,R,Comedy
Doubt,20000000,33446470,53191101,PG-13,Drama
Team America: World Police,20000000,32774834,50948811,R,Comedy
Scary Movie V,20000000,32015787,78613981,PG-13,Comedy
Milk,20000000,31841299,57293371,R,Drama
Ghost Ship,20000000,30113491,68349884,R,Horror
Daybreakers,20000000,30101577,51445503,R,Horror
High Fidelity,20000000,27277055,47881663,R,Comedy
Stick It,20000000,26910736,30399714,PG-13,Comedy
One Missed Call,20000000,26890041,44513466,PG-13,Horror
Eye for an Eye,20000000,26792700,26792700,R,Drama
The World's End,20000000,26004851,47508505,R,Comedy
From Dusk Till Dawn,20000000,25728961,25732986,R,Horror
You Again,20000000,25702053,32838945,PG,Comedy
Alpha and Omega 3D,20000000,25107267,48958353,PG,Adventure
Stay Alive,20000000,23086480,23187506,PG-13,Horror
2 For the Money,20000000,22991379,30491379,R,Drama
Shorts,20000000,20919166,29870801,PG,Adventure
Vampires,20000000,20268825,20268825,R,Horror
Yu-Gi-Oh,20000000,19762690,28762690,PG,Adventure
Reign Over Me,20000000,19661987,20081987,R,Drama
My Best Friend's Girl,20000000,19219250,34787111,R,Comedy
Georgia Rule,20000000,18882880,20819601,R,Drama
Under the Rainbow,20000000,18826490,18826490,,Comedy
Ladyhawke,20000000,18400000,18400000,,Action
Into the Wild,20000000,18354356,56822960,R,Drama
Simon Birch,20000000,18253415,18310591,PG,Drama
Pooh's Heffalump Movie,20000000,18098433,55686944,G,Adventure
School for Scoundrels,20000000,17807569,17807569,PG-13,Comedy
Silent Hill: Revelation 3D,20000000,17530219,55975672,R,Horror
Home for the Holidays,20000000,17468887,22119269,PG-13,Comedy
The Zookeeper’s Wife,20000000,17445186,24521550,PG-13,Drama
Fired Up,20000000,17231291,18608570,PG-13,Comedy
Kung Fu Hustle,20000000,17104669,102034104,R,Action
The Country Bears,20000000,16988996,16988996,G,Adventure
Dead Silence,20000000,16574590,20614661,R,Horror
21 Grams,20000000,16248701,59667625,R,Drama
The Kite Runner,20000000,15800078,74180745,PG-13,Drama
The Greatest Story Ever Told,20000000,15473333,15473333,G,Drama
Twilight,20000000,15055091,15055091,R,Drama
Disaster Movie,20000000,14190901,36720752,PG-13,Comedy
The Man Who Knew Too Little,20000000,13801755,13801755,PG,Comedy
Burnt,20000000,13651946,36780895,R,Comedy
Envy,20000000,13548322,14566246,PG-13,Comedy
One Night with the King,20000000,13395961,13725032,PG,Drama
Bullets Over Broadway,20000000,13383747,13383747,R,Comedy
The Quiet American,20000000,12987647,26348203,R,Drama
The Light Between Oceans,20000000,12545979,21748977,PG-13,Drama
The Weather Man,20000000,12482775,15466961,R,Drama
Undisputed,20000000,12398628,12398628,R,Drama
12 Rounds,20000000,12234694,17306648,PG-13,Action
3 Ninjas Kick Back,20000000,11744960,11744960,PG,Action
Be Kind Rewind,20000000,11175164,30894247,PG-13,Comedy
Mrs. Henderson Presents,20000000,11036366,27836366,R,Comedy
We're No Angels,20000000,10555348,10555348,PG-13,Comedy
Death Sentence,20000000,9534258,16907831,R,Action
Popstar: Never Stop Never Stopping,20000000,9496130,9537120,R,Comedy
Thank You for Your Service,20000000,9479390,9985316,R,Drama
Everybody's Fine,20000000,9208876,9208876,PG-13,Drama
Superbabies: Baby Geniuses 2,20000000,9109322,9355369,PG,Adventure
Battle of the Year,20000000,8888355,16723377,PG-13,Drama
Ratchet and Clank,20000000,8813410,12769469,PG,Adventure
Death at a Funeral,20000000,8580428,46790428,R,Comedy
The Man,20000000,8330720,10393696,PG-13,Comedy
Code Name: The Cleaner,20000000,8135024,8135024,PG-13,Comedy
Inherent Vice,20000000,8110975,14772346,R,Drama
Connie & Carla,20000000,8047525,8047525,PG-13,Comedy
Machete Kills,20000000,8008161,18273009,R,Action
Doogal,20000000,7578946,28058652,G,Adventure
Proof,20000000,7535331,8284331,PG-13,Drama
An American Carol,20000000,7013191,7022183,PG-13,Comedy
Willard,20000000,6882696,6882696,PG-13,Horror
Strange Wilderness,20000000,6575282,6947084,R,Comedy
Little Boy,20000000,6485961,17768390,PG-13,Drama
Chasing Mavericks,20000000,6002756,8300821,PG,Drama
A Most Violent Year,20000000,5749134,8398291,R,Drama
A Dangerous Method,20000000,5702083,14807531,R,Drama
Bandslam,20000000,5210988,12967829,PG,Comedy
Alone in the Dark,20000000,5178569,8178569,R,Horror
Birth,20000000,5005899,14603001,R,Drama
Hands of Stone,20000000,4712792,5032013,R,Drama
Flash of Genius,20000000,4442377,4504111,PG-13,Drama
I’m Not There,20000000,4017609,12397613,R,Drama
LBJ,20000000,2468683,2507181,R,Drama
Mononoke-hime,20000000,2374107,150350000,PG-13,Action
Bon Voyage,20000000,2353728,8361736,PG-13,Comedy
My All-American,20000000,2246000,2246000,PG,Drama
Marci X,20000000,1646664,1646664,R,Comedy
Equilibrium,20000000,1190018,5345869,R,Action
Dylan Dog: Dead of Night,20000000,1186538,6093725,PG-13,Horror
The Children of Huang Shi,20000000,1031872,8221700,R,Drama
The Yards,20000000,882710,2282710,R,Drama
Middle Men,20000000,754301,754301,R,Comedy
All Good Things,20000000,582024,873617,R,Drama
By the Sea,20000000,538460,3727746,R,Drama
Steamboy,20000000,468867,10468867,PG-13,Action
The Game of Their Lives,20000000,375474,375474,PG,Drama
The Tempest,20000000,277943,277943,PG-13,Drama
長江七號 (CJ7),20000000,206678,47300771,PG,Adventure
The Burning Plain,20000000,200730,1167092,R,Drama
The Touch,20000000,0,5918742,PG-13,Adventure
Dwegons and Leprechauns,20000000,0,0,PG,Adventure
Der Baader Meinhof Komplex,19700000,476270,16498827,R,Action
The Shape of Water,19500000,63859435,189258193,R,Drama
De rouille et d’os,19500000,2061449,29393634,R,Drama
The Painted Veil,19400000,8060487,15118795,PG-13,Drama
The Devil's Double,19100000,1361512,5965646,R,Drama
Back to the Future,19000000,212259762,385524862,PG,Adventure
Scary Movie,19000000,157019771,277200000,R,Comedy
Bad Teacher,19000000,100292856,215448997,R,Comedy
Sausage Party,19000000,97670358,141354394,R,Comedy
I Can Do Bad All By Myself,19000000,51733921,51733921,PG-13,Comedy
The Shining,19000000,44017374,44728227,R,Horror
Thirteen Ghosts,19000000,41867960,68467960,R,Horror
House on Haunted Hill,19000000,40846082,65090541,R,Horror
Notorious,19000000,36843682,44972183,R,Drama
The Book Thief,19000000,21488481,76086711,PG-13,Drama
Thomas and the Magic Railroad,19000000,15911332,15911332,G,Adventure
Sen to Chihiro no Kamikakushi,19000000,10049886,274949886,PG,Adventure
Sex Drive,19000000,8402485,10412485,R,Comedy
Firestorm,19000000,8123860,8123860,R,Action
Take Me Home Tonight,19000000,6928068,7576604,R,Comedy
Won't Back Down,19000000,5310554,5745503,PG,Drama
Action Point,19000000,5059608,5103675,R,Comedy
Kansas City,19000000,1353824,1353824,R,Drama
George A. Romero's Land of the Dead,18975000,20700082,47751015,R,Horror
Adaptation,18500000,22498520,32531759,R,Comedy
The Invention of Lying,18500000,18451251,32679264,PG-13,Comedy
Fear and Loathing in Las Vegas,18500000,10680275,13711903,R,Comedy
Left Behind,18500000,4221341,4221341,PG-13,Drama
Borat,18000000,128505958,261443242,R,Comedy
The Mask,18000000,119920129,351620129,PG-13,Comedy
Big,18000000,114968774,151668774,PG,Comedy
Legally Blonde,18000000,96493426,141809235,PG-13,Comedy
Mean Girls,18000000,86047227,130953026,PG-13,Comedy
Star Trek III: The Search for Spock,18000000,76471046,87000000,PG,Adventure
The Exorcism of Emily Rose,18000000,75072454,144529078,PG-13,Horror
Deuce Bigalow: Male Gigolo,18000000,65535067,92935067,R,Comedy
Barbershop 2: Back in Business,18000000,65070412,65842412,PG-13,Comedy
The Family Stone,18000000,60062868,92357499,PG-13,Comedy
Predator,18000000,59735548,98267558,R,Action
My Big Fat Greek Wedding 2,18000000,59689605,92057814,PG-13,Comedy
Diary of a Wimpy Kid: Rodrick Rules,18000000,52698535,73695194,PG,Adventure
Amadeus,18000000,51973029,51973029,R,Drama
Prom Night,18000000,43869350,57193655,PG-13,Horror
Soul Surfer,18000000,43853424,47158652,PG,Drama
Under the Tuscan Sun,18000000,43601508,57490024,PG-13,Comedy
Peggy Sue Got Married,18000000,41382841,41382841,PG-13,Comedy
Gosford Park,18000000,41300105,41300105,R,Comedy
Orange County,18000000,41059716,43308707,PG-13,Comedy
Blue Jasmine,18000000,33404871,102912961,PG-13,Comedy
United 93,18000000,31567134,77635035,R,Drama
Honey,18000000,30272254,62646763,PG-13,Drama
Spy Hard,18000000,26936265,26936265,PG-13,Comedy
Ricki and the Flash,18000000,26839498,41166033,PG-13,Drama
Glory,18000000,26593580,26593580,R,Action
Conan the Destroyer,18000000,26400000,26400000,,Action
Love the Coopers,18000000,26302731,42227490,PG-13,Comedy
Catch-22,18000000,24911670,24911670,,Comedy
Observe and Report,18000000,24007324,27148898,R,Comedy
Love Happens,18000000,22965110,36133014,PG-13,Drama
Young Sherlock Holmes,18000000,19739000,19739000,PG-13,Adventure
127 Hours,18000000,18335230,60217171,R,Drama
Small Time Crooks,18000000,17266359,29934477,PG,Comedy
Center Stage,18000000,17200925,21361109,PG-13,Drama
Norm of the North,18000000,17062499,30535660,PG,Adventure
Catch That Kid,18000000,16703799,16959614,PG,Adventure
Jobs,18000000,16131410,43402515,PG-13,Drama
Life as a House,18000000,15652637,23889158,R,Drama
Youth in Revolt,18000000,15285588,19685588,R,Comedy
And So It Goes,18000000,15160801,17868801,PG-13,Comedy
Labor Day,18000000,13371528,14189810,PG-13,Drama
The Ice Storm,18000000,8038061,16011975,R,Drama
Being Julia,18000000,7739049,14488705,R,Drama
Troop Beverly Hills,18000000,7190505,7190505,,Comedy
Nine 1/2 Weeks,18000000,6734844,6734844,,Drama
The Last Station,18000000,6617867,15696146,R,Drama
Dragonslayer,18000000,6000000,6000000,,Action
Ed Wood,18000000,5828466,5828466,R,Comedy
Mongol,18000000,5705761,27147349,R,Drama
RocknRolla,18000000,5700626,27794339,R,Action
Megaforce,18000000,5675599,5675599,,Action
Mao's Last Dancer,18000000,4806750,25941437,PG,Drama
The Railway Man,18000000,4438438,23910210,R,Drama
Restoration,18000000,4100000,4100000,R,Drama
Midnight Special,18000000,3712282,7680250,PG-13,Drama
Miss Sloane,18000000,3500605,7727952,R,Drama
T2: Trainspotting,18000000,2402004,42091497,R,Drama
8 Million Ways to Die,18000000,1305114,1305114,,Action
Renaissance,18000000,70644,2401413,R,Action
I Am Wrath,18000000,0,309608,R,Action
The Prince,18000000,0,0,R,Action
Red Sonja,17900000,6905861,6908640,PG-13,Action
Superbad,17500000,121463226,169955142,R,Comedy
Madea Goes To Jail,17500000,90508336,90508336,PG-13,Comedy
Step Up 2 the Streets,17500000,58017783,148586910,PG-13,Drama
Hoodwinked,17500000,51386611,109843390,PG,Adventure
Hitman,17500000,39687694,99135571,R,Action
Hotel Rwanda,17500000,23519128,36521223,PG-13,Drama
Beerfest,17500000,19185184,20159316,R,Comedy
City of Ghosts,17500000,325491,325491,R,Drama
A Quiet Place,17000000,188024361,334524361,PG-13,Horror
The Others,17000000,96522687,207765056,PG-13,Horror
Aliens,17000000,85160248,183316455,R,Action
Let’s Be Cops,17000000,82390774,136890774,R,Comedy
I Know What You Did Last Summer,17000000,72250091,125250091,R,Horror
Sideways,17000000,71502303,109793192,R,Drama
The Best Man Holiday,17000000,70525195,72835710,R,Comedy
Pitch Perfect,17000000,65001093,116044347,PG-13,Comedy
Halloween: H2O,17000000,55041738,55041738,R,Horror
Evil Dead,17000000,54239856,97778356,R,Horror
Jet Li's Hero,17000000,53652140,177535958,PG-13,Action
Saw 3D,17000000,45710178,133735284,R,Horror
Almost Christmas,17000000,42065185,42493506,PG-13,Drama
The Hills Have Eyes,17000000,41778863,70355813,R,Horror
Good Boy!,17000000,37667746,45312217,PG,Adventure
Smokin' Aces,17000000,35662731,57263440,R,Comedy
A Night at the Roxbury,17000000,30331165,30331165,PG-13,Comedy
Beastly,17000000,27865571,38028230,PG-13,Drama
Tron,17000000,26918576,26918576,,Action
Lottery Ticket,17000000,24719879,24719879,PG-13,Comedy
Dickie Roberts: Former Child Star,17000000,22734486,23734486,PG-13,Comedy
ATL,17000000,21170563,21170563,PG-13,Comedy
Summer Catch,17000000,19693891,19693891,PG-13,Comedy
A Simple Plan,17000000,16316273,16316273,R,Drama
Wes Craven Presents: They,17000000,12840842,16140842,PG-13,Horror
Superman IV: The Quest for Peace,17000000,11227824,11227824,PG,Action
How She Move,17000000,7070641,8607815,PG-13,Drama
Running Scared,17000000,6855137,9729088,R,Action
The Apparition,17000000,4936819,10637281,PG-13,Horror
Bobby Jones: Stroke of Genius,17000000,2694071,2694071,PG,Drama
L'illusionniste,17000000,2231474,8609949,PG,Adventure
Roar,17000000,2110050,2110050,PG,Adventure
Veronica Guerin,17000000,1569918,9438074,R,Drama
Genius,17000000,1361045,6942889,PG-13,Drama
Escobar: Paradise Lost,17000000,195792,3917679,R,Drama
The Young Messiah,16800000,6469813,7313697,PG-13,Drama
My Girl,16500000,58011485,58011485,PG-13,Comedy
Wall Street,16500000,43848100,43848100,R,Drama
Sense and Sensibility,16500000,42993774,134993774,PG,Drama
The Illusionist,16500000,39868642,83792062,PG-13,Drama
House of Sand and Fog,16500000,13005485,16157923,R,Drama
Sydney White,16500000,11892415,13636339,PG-13,Comedy
Dead Poets Society,16400000,95860116,239500000,PG,Drama
Dumb & Dumber,16000000,127175374,246400000,PG-13,Comedy
Road Trip,16000000,68525609,119739110,R,Comedy
The Verdict,16000000,53977250,53977250,R,Drama
Varsity Blues,16000000,52894169,54294169,R,Drama
Moonrise Kingdom,16000000,45512466,68848446,PG-13,Drama
The Artist,16000000,44667095,128256712,PG-13,Drama
The Master of Disguise,16000000,40363530,40363530,PG,Adventure
El Laberinto del Fauno,16000000,37634615,87041569,R,Horror
The Messengers,16000000,35374833,53774833,PG-13,Horror
See Spot Run,16000000,33357476,43057552,PG,Adventure
Double Impact,16000000,29090445,29090445,R,Action
Baby Boy,16000000,28734552,28734552,R,Drama
Joe Dirt,16000000,27087695,30987695,PG-13,Comedy
The Women,16000000,26902075,50103808,PG-13,Comedy
Hot Fuzz,16000000,23618786,81742618,R,Comedy
Vicky Cristina Barcelona,16000000,23216709,104504817,PG-13,Comedy
Superfly,16000000,20537137,20723581,R,Action
Remember Me,16000000,19068240,56506120,PG-13,Drama
White Oleander,16000000,16357770,21657770,PG-13,Drama
Drowning Mona,16000000,15427192,15980376,PG-13,Comedy
Radio Days,16000000,14792779,14792779,,Comedy
How to Deal,16000000,14108518,14108518,PG-13,Drama
Soul Plane,16000000,13922211,14553807,R,Comedy
My Stepmother Is an Alien,16000000,13854000,13854000,PG-13,Comedy
People Like Us,16000000,12431792,12617472,PG-13,Drama
The Cookout,16000000,11540112,11540112,PG-13,Comedy
Meteor,16000000,8400000,8400000,,Action
Highlander,16000000,5900000,12900000,R,Action
Bleed for This,16000000,5083906,6603926,R,Drama
Duets,16000000,4734235,6615452,R,Drama
Detroit Rock City,16000000,4217115,5825314,R,Comedy
Things We Lost in the Fire,16000000,3287315,8120148,R,Drama
The Immigrant,16000000,2013456,7585011,R,Drama
Steel,16000000,1686429,1686429,PG-13,Action
The White Countess,16000000,1669971,2814566,PG-13,Drama
Good,16000000,31631,31631,R,Drama
Juwanna Mann,15600000,13571817,13771817,PG-13,Comedy
La Môme,15500000,10299782,88611837,PG-13,Drama
Ararat,15500000,1693000,1693000,R,Drama
Madison,15500000,517262,517262,PG,Drama
The Yellow Handkerchief,15500000,318623,318623,PG-13,Drama
Slither,15250000,7802450,12930343,R,Horror
Home Alone,15000000,285761243,476684675,PG,Comedy
Beverly Hills Cop,15000000,234760478,316300000,R,Action
Top Gun,15000000,179800601,356799634,PG,Action
Tootsie,15000000,177200000,177200000,PG,Comedy
3 Men and a Baby,15000000,167780960,167780960,PG,Comedy
The King’s Speech,15000000,138797449,430821168,R,Drama
American Beauty,15000000,130058047,356258047,R,Drama
Twins,15000000,111936388,216600000,PG,Comedy
Scream,15000000,103046663,173046663,R,Horror
Annabelle: Creation,15000000,102092201,305385888,R,Horror
Jackass Presents: Bad Grandpa,15000000,102003019,160903019,R,Comedy
Heaven Can Wait,15000000,98800000,98800000,PG,Comedy
